Time (s),Motor Temps
1571.35,53
1572.34,52.8
1573.35,52.5
1574.36,52.5
1575.35,53.3
1576.36,53.3
1577.36,53.3
1578.36,51.7
1579.35,53.4
1580.36,53.6
1581.36,54
1582.37,53.7
1583.37,53.4
1584.37,52.9
1585.37,52.8
1586.38,53.8
1587.38,54.1
1588.38,53.3
1589.37,53.4
1590.38,53
1591.39,53.7
1592.38,52.9
1593.39,52.4
1594.38,53.7
1595.39,53.7
1596.38,52.8
1597.39,52.6
1598.4,52.8
1599.39,53.2
1600.39,53.7
1601.4,53
1602.39,53
1603.4,52.9
1604.39,55.2
1605.41,54.1
1606.4,53.7
1607.41,54.1
1608.4,54.7
1609.41,53.8
1610.4,53.6
1611.42,54.1
1612.4,55.3
1613.41,55.5
1614.43,53.7
1615.41,53.2
1616.43,52.9
1617.41,55.2
1618.41,54.8
1619.42,54.7
1620.43,54.8
1621.42,55.1
1622.43,54.8
1623.43,55.6
1624.42,54.5
1625.43,56
1626.44,55.1
1627.43,55.5
1628.44,55.7
1629.44,56.3
1630.43,56.5
1631.44,54.8
1632.45,54.9
1633.44,54.8
1634.44,55.5
1635.45,56.5
1636.45,55.1
1637.46,54.9
1638.46,55.5
1639.46,55.1
1640.46,55.5
1641.45,56
1642.46,56.3
1643.47,55.9
1644.45,55.1
1645.47,56.1
1646.46,55.3
1647.47,55.2
1648.46,55.5
1649.47,55.5
1650.48,55.3
1651.46,55.3
1652.46,55.7
1653.47,55.3
1654.48,55.9
1655.48,57.1
1656.47,56.3
1657.48,55.9
1658.48,54.7
1659.49,55.5
1660.48,55.5
1661.49,55.5
1662.48,56.5
1663.49,56.4
1664.49,55.7
1665.49,57.2
1666.5,56
1667.49,56.5
1668.51,57.1
1669.49,55.9
1670.51,56.5
1671.49,57.1
1672.5,57.5
1673.5,56.4
1674.51,56.9
1675.51,56.1
1676.52,56.4
1677.51,55.6
1678.52,56
1679.51,57.5
1680.53,57.7
1681.51,57.7
1682.53,57.1
1683.52,56.8
1684.53,57.6
1685.53,57.3
1686.52,56.5
1687.53,57.2
1688.53,57.1
1689.54,57.5
1690.53,58
1691.54,57.3
1692.53,56.9
1693.54,57.5
1694.54,56.4
1695.55,57.6
1696.54,57.9
1697.54,58
1698.55,57.7
1699.54,59.2
1700.56,57.5
1701.55,58.6
1702.54,57.3
1703.55,58.4
1704.55,56.4
1705.56,58.8
1706.57,56.8
1707.55,58.8
1708.57,57.9
1709.56,58.4
1710.55,58.2
1711.56,57.3
1712.57,56.9
1713.56,56.9
1714.57,57.5
1715.56,57.6
1716.57,58.3
1717.58,57.7
