Time (s),Motor Temps
516.5,34.0
517.5,33.9
518.5,34.0
519.45,33.7
520.45,33.9
521.45,33.9
522.4,33.5
523.4,33.9
524.35,34.0
525.35,34.1
526.35,34.0
527.3,34.0
528.3,33.6
529.3,33.9
530.25,34.0
531.25,34.3
532.25,34.0
533.2,34.0
534.2,34.1
535.15,34.0
536.15,34.3
537.15,34.0
538.1,33.9
539.1,33.9
540.1,34.3
541.05,33.9
542.05,33.9
543.05,33.6
544.0,33.9
545.0,34.0
545.95,34.0
546.95,33.6
547.95,34.1
548.9,34.5
549.9,34.1
550.9,33.9
551.85,34.1
552.85,34.1
553.85,34.3
554.8,34.3
555.8,34.3
556.8,34.1
557.75,34.1
558.75,34.0
559.7,34.0
560.7,34.0
561.7,34.1
562.65,34.0
563.65,34.0
564.65,34.0
565.6,34.1
566.6,34.0
567.6,33.7
568.55,33.9
569.55,33.7
570.5,34.0
571.5,33.7
572.5,34.3
573.45,33.6
574.45,34.0
575.45,34.1
576.4,34.1
577.4,34.0
578.35,34.0
579.35,34.0
580.35,34.3
581.3,34.1
582.3,34.0
583.3,34.4
584.25,34.1
585.25,34.1
586.25,34.0
587.2,33.9
588.2,34.5
589.2,34.0
590.15,34.1
591.15,34.0
592.1,33.9
593.1,33.7
594.1,33.9
595.05,33.9
596.05,33.5
597.05,34.4
598.0,33.9
599.0,34.3
600.0,34.1
600.95,34.1
601.95,34.1
602.9,34.4
603.9,34.1
604.9,34.1
605.85,33.9
606.85,34.0
607.85,34.0
608.8,34.0
609.8,33.9
610.8,33.9
611.75,33.9
612.75,33.6
613.7,33.6
614.7,34.0
615.7,33.6
616.65,33.7
617.65,33.7
618.65,33.4
619.6,33.7
620.6,33.1
621.6,33.6
622.55,33.6
623.55,33.9
624.55,33.9
625.5,33.9
626.5,33.7
627.45,33.7
628.45,33.9
629.45,33.7
630.4,33.9
631.4,33.7
632.4,33.7
633.35,33.7
634.35,33.6
635.35,33.6
636.3,33.5
637.3,33.9
638.25,33.6
639.25,33.5
640.25,33.5
641.2,34.0
642.2,33.9
643.2,33.2
644.15,34.0
645.15,34.0
646.15,34.0
647.1,33.9
648.1,34.0
649.05,33.7
650.05,33.6
651.05,33.9
652.0,33.5
653.0,33.9
654.0,33.9
654.95,33.7
655.95,33.7
656.95,33.6
657.9,33.9
658.9,33.7
659.9,33.9
660.85,33.6
661.85,33.4
662.8,33.6
663.8,33.7
664.8,34.0
665.75,33.7
666.75,33.9
667.75,33.6
668.7,33.9
669.7,33.2
670.7,33.9
671.65,33.9
672.65,33.9
673.6,33.7
674.6,33.9
675.6,33.7
676.55,33.9
677.55,33.9
678.55,33.7
679.5,33.4
680.5,33.9
681.5,33.7
682.45,33.4
683.45,33.7
684.4,33.6
685.4,33.6
686.4,33.6
687.35,34.1
688.35,33.7
689.35,34.0
690.3,33.7
691.3,33.9
692.3,33.6
693.25,33.7
694.25,33.6
695.2,33.7
696.2,33.9
697.2,33.7
698.15,33.6
699.15,33.6
700.15,33.7
701.1,33.7
702.1,33.6
703.1,33.7
704.05,33.6
705.05,33.7
706.0,34.0
707.0,33.5
708.0,34.8
708.95,35.2
709.95,34.4
710.95,35.3
711.9,34.8
712.9,34.5
713.9,35.2
714.85,34.9
715.85,34.9
716.8,35.2
717.8,35.2
718.8,35.6
719.75,34.9
720.75,35.2
721.75,36.0
722.7,35.7
723.7,35.1
724.7,36.2
725.65,36.1
726.65,36.0
727.65,36.5
728.6,34.5
729.6,36.4
730.55,34.9
731.55,36.9
732.55,35.1
733.5,35.1
734.5,36.1
735.5,35.7
736.45,36.0
737.45,36.1
738.45,36.0
739.4,36.2
740.4,36.0
741.35,36.1
742.35,36.1
743.35,36.0
744.3,35.8
745.3,36.0
746.3,36.1
747.25,36.2
748.25,36.0
749.25,36.1
750.2,36.2
751.2,35.8
752.15,36.2
753.15,36.1
754.15,36.2
755.1,36.4
756.1,36.6
757.1,36.2
758.05,36.6
759.05,36.6
760.05,36.2
761.0,36.0
762.0,36.0
762.95,36.4
763.95,36.2
764.95,36.0
765.9,36.4
766.9,36.1
767.9,36.1
768.85,36.2
769.85,36.4
770.85,36.0
771.8,36.0
772.8,36.2
773.75,36.1
774.75,36.4
775.75,36.1
776.7,35.8
777.7,36.2
778.7,36.4
779.65,36.1
780.65,36.5
781.65,36.5
782.6,36.1
783.6,36.5
784.55,36.0
785.55,36.4
786.55,36.4
787.5,36.5
788.5,36.4
789.5,36.4
790.45,36.4
791.45,36.4
792.45,36.2
793.4,36.4
794.4,35.8
795.4,36.1
796.35,36.1
797.35,36.5
798.3,36.0
799.3,35.8
800.3,35.7
801.25,35.7
802.25,35.8
803.25,36.0
804.2,36.1
805.2,35.6
806.2,35.8
807.15,36.1
808.15,36.0
809.1,36.1
810.1,36.0
811.1,34.8
812.05,35.8
813.05,36.1
814.05,35.7
815.0,35.8
816.0,35.7
817.0,35.3
817.95,35.8
818.95,35.3
819.9,36.1
820.9,35.7
821.9,36.2
822.85,35.7
823.85,35.7
824.85,36.0
825.8,35.7
826.8,35.8
827.8,36.0
828.75,34.5
829.75,37.5
830.75,35.1
831.7,37.1
832.7,37.9
833.65,36.6
834.65,37.3
835.65,37.1
836.6,37.0
837.6,36.8
838.6,36.9
839.55,36.6
840.55,37.8
841.55,38.3
842.5,37.9
843.5,38.7
844.45,39.5
845.45,36.8
846.45,38.2
847.4,37.5
848.4,38.2
849.4,38.3
850.35,37.9
851.35,38.1
852.35,38.1
853.3,38.3
854.3,38.1
855.25,38.3
856.25,38.2
857.25,38.3
858.2,38.2
859.2,38.1
860.2,38.3
861.15,38.2
862.15,38.1
863.15,38.6
864.1,38.3
865.1,38.6
866.1,38.3
867.05,38.2
868.05,38.5
869.0,38.1
870.0,38.6
871.0,38.5
871.95,38.6
872.95,38.6
873.95,38.3
874.9,38.5
875.9,38.3
876.9,38.3
877.85,38.3
878.85,38.3
879.8,38.5
880.8,37.9
881.8,38.5
882.75,38.2
883.75,38.5
884.75,38.5
885.7,38.5
886.7,38.3
887.7,38.6
888.65,38.3
889.65,38.5
890.6,38.5
891.6,38.9
892.6,38.3
893.55,38.6
894.55,38.2
895.55,38.3
896.5,38.5
897.5,38.2
898.5,38.3
899.45,38.2
900.45,38.2
901.4,38.1
902.4,38.2
903.4,37.9
904.35,38.2
905.35,38.3
906.35,38.1
907.3,38.2
908.3,38.3
909.3,37.9
910.25,37.8
911.25,37.7
912.2,37.9
913.2,38.1
914.2,37.5
915.15,38.1
916.15,37.9
917.15,38.1
918.1,38.2
919.1,38.1
920.1,38.6
921.05,37.8
922.05,38.3
923.0,37.9
924.0,37.9
925.0,37.8
925.95,37.9
926.95,37.9
927.95,37.8
928.9,38.1
929.9,38.2
930.9,38.1
931.85,38.1
932.85,37.8
933.85,37.8
934.8,37.5
935.8,37.9
936.75,37.8
937.75,38.7
938.75,37.1
939.7,37.9
940.7,38.6
941.7,37.9
942.65,38.1
943.65,37.9
944.65,37.8
945.6,37.9
946.6,37.9
947.55,37.9
948.55,37.8
949.55,37.8
950.5,38.1
951.5,37.5
952.5,37.9
953.45,38.1
954.45,37.8
955.45,38.1
956.4,37.9
957.4,37.5
958.35,37.5
959.35,37.5
960.35,37.9
961.3,37.7
962.3,37.9
963.3,37.9
964.25,37.8
965.25,37.9
966.25,38.6
967.2,37.7
968.2,38.5
969.2,37.5
970.15,36.4
971.15,39.2
972.1,39.6
973.1,40.0
974.1,39.4
975.05,39.2
976.05,38.5
977.05,38.9
978.0,39.5
979.0,39.4
980.0,38.9
980.95,39.6
981.95,39.5
982.9,39.6
983.9,40.0
984.9,39.6
985.85,39.1
986.85,41.4
987.85,39.9
988.8,39.2
989.8,40.6
990.8,40.7
991.75,39.8
992.75,40.4
993.7,40.4
994.7,40.0
995.7,40.4
996.65,40.0
997.65,40.3
998.65,39.9
999.6,40.3
1000.6,40.3
1001.55,39.9
1002.55,40.3
1003.55,40.3
1004.5,40.3
1005.5,40.0
1006.5,40.0
1007.45,39.9
1008.45,39.6
1009.45,40.8
1010.4,40.7
1011.4,40.4
1012.4,40.3
1013.35,40.4
1014.35,40.0
1015.3,40.3
1016.3,40.0
1017.3,40.4
1018.25,40.0
1019.25,40.3
1020.25,39.9
1021.2,40.0
1022.2,39.9
1023.2,40.3
1024.15,40.0
1025.15,40.3
1026.1,40.0
1027.1,39.8
1028.1,40.0
1029.05,39.8
1030.05,40.3
1031.05,39.9
1032.0,40.0
1033.0,40.0
1034.0,40.4
1034.95,40.3
1035.95,40.6
1036.95,40.3
1037.9,40.4
1038.9,40.0
1039.85,39.9
1040.85,40.0
1041.85,40.0
1042.8,39.9
1043.8,39.9
1044.8,40.3
1045.75,40.3
1046.75,40.0
1047.75,40.0
1048.7,39.9
1049.7,39.8
1050.65,39.9
1051.65,39.5
1052.65,39.8
1053.6,39.9
1054.6,40.0
1055.6,40.0
1056.55,40.3
1057.55,40.3
1058.55,40.4
1059.5,39.6
1060.5,40.3
1061.45,39.4
1062.45,39.9
1063.45,39.8
1064.4,39.8
1065.4,39.8
1066.4,39.9
1067.35,39.8
1068.35,39.9
1069.35,40.0
1070.3,39.9
1071.3,39.9
1072.25,39.9
1073.25,39.6
1074.25,40.0
1075.2,39.8
1076.2,39.6
1077.2,39.8
1078.15,40.0
1079.15,40.3
1080.15,40.4
1081.1,40.3
1082.1,39.6
1083.05,40.0
1084.05,39.6
1085.05,39.9
1086.0,39.6
1087.0,39.8
1088.0,39.8
1088.95,39.6
1089.95,39.8
1090.95,39.8
1091.9,39.6
1092.9,39.8
1093.85,39.5
1094.85,39.9
1095.85,39.6
1096.8,39.5
1097.8,39.6
1098.8,40.0
1099.75,39.6
1100.75,39.2
1101.75,39.6
1102.7,39.8
1103.7,40.0
1104.65,39.4
1105.65,39.9
1106.65,39.5
1107.6,40.0
1108.6,39.6
1109.6,40.0
1110.55,39.5
1111.55,40.0
1112.55,39.9
1113.5,40.0
1114.5,39.8
1115.5,39.8
1116.45,39.9
1117.45,39.8
1118.4,39.8
1119.4,40.0
1120.4,39.6
1121.35,39.8
1122.35,39.5
1123.35,39.4
1124.3,39.8
1125.3,39.5
1126.3,40.0
